player_id,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_epa,special_teams_tds,def_tackles_solo,def_tackles_for_loss,def_fumbles_forced,def_sacks,def_interceptions,def_tds,def_fumbles,def_safeties,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_blocked,player_display_name,position_x,position_group,headshot_url,team,height,weight,birth_date,fg_pct
00-0039324,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,19,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Christian Roland-Wallace,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/foy9ykwmm3vcqgfviowz",KC,71.0,202.0,2001-11-23,
00-0039332,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,C.J. Ravenell,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rqjhomavdixcd1tqcge5",TEN,77.0,300.0,2000-07-07,
00-0039333,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,0,10,58,14,375,0,0,0,Brandon Codrington,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcfwdsirygqnl15jnd0m",BUF,69.0,185.0,2000-11-17,
00-0039337,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,18,35,271,2,0,2.308888526029296,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Malik Nabers,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc",NYG,72.0,200.0,2003-07-28,
00-0039338,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,2,0,0,-1.1543679854366928,64,86,680,7,0,23.34749065319067,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Brock Bowers,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzp2ffi0lomamxofsrhy",LV,75.0,235.0,2002-12-13,
00-0039339,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Taliese Fuaga,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b67s32fuqrcohbu78ur5",NO,78.0,324.0,2002-04-05,
00-0039340,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,25,12,1,8.5,3,0,0,0,0,0,0,0,0,0,0,Laiatu Latu,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upfo1ikqlsmwvbduxqsw",IND,77.0,265.0,2000-12-31,
00-0039341,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Tyler Guyton,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkthsqd2smgoymkspfth",DAL,79.0,322.0,2002-06-11,
00-0039342,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,-0.5305159189738333,32,60,341,3,1,-4.356419995572487,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Xavier Legette,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j4jj8rvgzji7zut86ux7",CAR,75.0,227.0,2001-01-29,
00-0039343,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,57,7,0,0.0,4,0,0,0,0,0,0,0,0,0,0,Kamari Lassiter,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ats8cbxfzajzvwyzwsjb",HOU,72.0,180.0,2003-01-23,
00-0039345,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,30,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Renardo Green,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/reoqk5hmsjugiaed55fk",SF,72.0,186.0,2000-11-09,
00-0039347,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,36,5,0,2.0,0,0,0,0,0,0,0,0,0,0,0,Trevin Wallace,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m4dt3rza3lvzhhxsag4u",CAR,73.0,244.0,2003-02-22,
00-0039348,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Cooper Beebe,C,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yiwgl1ijhwrkaz881r9r",DAL,76.0,330.0,2001-05-19,
00-0039349,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,DJ Glaze,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yj1mdamgenemfg28e4b9",LV,76.0,331.0,2002-08-04,
00-0039351,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Dominick Puni,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ig3zuxuiem0nqnrytcls",SF,77.0,313.0,2000-02-24,
00-0039352,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,17,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,Marist Liufau,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/voinp0fsdncarxwbgrii",DAL,74.0,239.0,2001-02-09,
00-0039353,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,31,5,0,0.0,3,0,0,0,0,0,0,0,0,0,0,Jarrian Jones,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h7p71pyzltv3nco6ktkj",JAX,71.0,190.0,2001-05-08,
00-0039354,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,McKinnley Jackson,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qqi681wzmujua627n1db",CIN,74.0,330.0,2001-12-26,
00-0039355,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,11,15,203,3,0,9.45131037094779,0,2,0,0,0.0,0,0,0,0,0,0,26,769,0,0,0,Luke McCaffrey,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iqzscuxu9lxjfhoyxsjg",WAS,74.0,195.0,2001-04-02,
00-0039356,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,29,34,190,1,0,4.4169948063615685,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Ja'Tavion Sanders,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/le2akm1cbou170ioctxl",CAR,76.0,252.0,2003-03-27,
00-0039357,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Decamerion Richardson,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l2jarpo9v1hfsmcoqoeb",LV,74.0,192.0,2001-03-16,
00-0039358,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Mason McCormick,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yp0vhffpxs7w9efy8nvh",PIT,77.0,315.0,2000-05-25,
00-0039359,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,3,0,0,-4.278519378392957,11,14,67,0,0,1.7556719401618468,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Cade Stover,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ltjwprbwuy9dtyz1dg7y",HOU,76.0,251.0,2000-06-12,
00-0039360,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,39,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Malik Mustapha,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/de6mruukp9ydyppi9ah6",SF,70.0,206.0,2002-06-25,
00-0039361,0,0,0,0,0,0,0,0,0,0.0,0.0,0,147,503,1,1,-32.14341969540692,29,33,264,3,0,8.210776427353267,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Bucky Irving,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmgpumoxwhvrrkcjuuuw",TB,70.0,194.0,2002-08-19,
00-0039363,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0.0,0,0,0,0,0,0,5,100,0,0,0,Isaac Guerendo,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lr1qp5tsa5xshzt02urm",SF,72.0,221.0,2000-06-28,
00-0039364,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,4,0,0,-0.8815627752337605,0,0,0,0,0,0.0,0,6,0,0,0.0,0,0,0,0,0,0,2,39,0,0,0,Sione Vaki,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jfy4vewdyadb6n1xj2ao",DET,71.0,216.0,2001-07-30,
00-0039366,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,33,4,0,0.0,0,0,0,0,5,36,0,0,0,0,0,Tarheeb Still,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omjsmxcvxrgmkboiauhi",LAC,73.0,196.0,2002-06-09,
00-0039368,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,28,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jordan Magee,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixr3jyd3kfvwqa5qrawh",WAS,75.0,226.0,2001-03-24,
00-0039369,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,34,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,Cam Hart,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/noczkerfdcdkwl2copl0",LAC,74.0,207.0,2000-12-05,
00-0039370,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,JD Bertrand,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aiooxohsxjemnkgprgqi",ATL,73.0,230.0,2000-05-05,
00-0039371,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,18,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Kris Abrams-Draine,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q96h765zxponbrs6cnon",DEN,71.0,178.0,2001-10-04,
00-0039372,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,33,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,Jarvis Brownlee Jr.,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u9vm18mpoxmzhukikjy2",TEN,70.0,194.0,2001-07-13,
00-0039373,0,0,0,0,0,0,0,0,0,0.0,0.0,0,25,135,1,0,6.687566360516939,7,8,60,0,0,0.7815541296731681,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Audric Estimé,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lcoend1mysjfhl8f4rrt",NO,71.0,227.0,2003-09-06,
00-0039374,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,17,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Tommy Eichenberg,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nzujkx5ycu6leuz2ctie",LV,74.0,233.0,2001-01-11,
00-0039375,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Josh Newton,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imssw1izljtqvd1j1nbp",CIN,71.0,190.0,2000-09-14,
00-0039376,174,257,1586,8,5,18,-104,3,1,-21.49794801793607,22.532780363132634,0,31,167,0,1,8.639880268587266,1,2,0,0,0,-5.092498946818523,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Spencer Rattler,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uridusydmg6brwrmpmq6",NO,72.0,211.0,2000-09-28,
00-0039377,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jaylon Carlies,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/evxurqzj007jgszo4zxz",IND,75.0,227.0,2001-09-13,
00-0039379,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,10,15,107,0,0,2.350799160922179,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jamari Thrash,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/byihyhwwpltzyetas85a",CLE,72.0,190.0,2000-12-19,
00-0039380,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,40,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,Chau Smith-Wade,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zaw1uynft16o6ltvxjpf",CAR,71.0,176.0,2002-09-17,
00-0039384,0,0,0,0,0,0,0,0,0,0.0,0.0,0,158,637,2,0,-10.837000448339971,28,39,232,1,0,0.40853960586039584,0,0,0,0,0.0,0,0,0,0,0,0,5,132,0,0,0,Tyrone Tracy Jr.,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9nje50lohbprf06xoom",NYG,71.0,210.0,1999-11-23,
00-0039387,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Caelen Carson,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fh2ndkpodlxgqtvlnrz4",DAL,72.0,198.0,2002-03-03,
00-0039388,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jaylan Ford,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qns0y4mrxe7icohn5ewg",NO,74.0,240.0,2001-11-28,
00-0039389,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Logan Lee,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uqzerr2nojwkwimbldeq",PIT,77.0,286.0,2000-06-12,
00-0039391,0,0,0,0,0,0,0,0,0,0.0,0.0,0,152,631,3,1,-14.224502037945088,15,21,138,1,0,3.0186747030697187,0,2,0,0,0.0,0,0,0,0,0,0,8,177,0,0,0,Kimani Vidal,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/huwihtava8gkxzb4cxb8",LAC,68.0,215.0,2001-08-28,
00-0039394,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,6,14,94,0,0,3.7288784982520156,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Casey Washington,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wkoysykj4htld4yajljn",ATL,72.0,205.0,2001-03-06,
00-0039395,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,Jamal Hill,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bgdos2dbar8m6nvgsnjd",HOU,72.0,226.0,2001-04-01,
00-0039396,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Mekhi Wingo,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ckvl3i75w2bockcqkaxs",DET,72.0,288.0,2003-04-17,
00-0039398,8,11,110,1,1,0,0,0,0,5.8422967145452285,37.185885310173035,0,1,7,0,1,-5.423354918370023,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Joe Milton III,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsj9lobse1gxzanf39dt",DAL,77.0,246.0,2000-03-06,
00-0039400,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,Zion Logue,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hjvgh6qokifb6ebk8y96",BUF,78.0,325.0,2001-07-13,
00-0039401,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Khristian Boyd,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fkztmzly7yp8zquuz1yc",NO,74.0,320.0,2000-02-23,
00-0039402,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jaden Crumedy,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmbnm0swk4oqrrnslrn5",CAR,76.0,309.0,2000-07-30,
00-0039404,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,30,32,0,Will Reichard,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r1g0mqxqc23tmqmgdbwm",MIN,73.0,190.0,2001-01-09,1.0
00-0039405,0,0,0,0,0,0,0,0,0,0.0,0.0,0,38,190,0,0,-5.256310445307111,7,7,34,0,0,0.3334045857191086,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jawhar Jordan,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kyopmcyi4hzko3cxiaxy",HOU,70.0,186.0,1999-08-18,
00-0039407,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7,9,0,0,-5.367791512806434,3,4,18,0,0,-0.7898677830817177,0,3,0,0,0.0,0,0,0,0,0,0,32,835,0,0,0,Dylan Laube,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpizdza73bgksstymv5t",LV,69.0,204.0,1999-12-14,
00-0039408,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Christian Mahogany,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lsxh6dh5fkomkwvfjlwi",DET,75.0,327.0,2000-10-11,
00-0039409,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,28,32,0,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfdod5cds77uznkotipk",JAX,73.0,172.0,2003-08-17,1.0
00-0039410,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4,25,0,0,0.4728445687796921,35,49,407,4,0,24.710269639858133,0,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Ryan Flournoy,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqwq3cgpqu7j9hzoyicx",DAL,73.0,205.0,1999-10-27,
00-0039411,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Elijah Klein,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/icvvhledvoxc3b4exs0f",TB,76.0,319.0,2000-04-08,
00-0039412,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,Javontae Jean-Baptiste,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgw1mirojztblwmhsz45",WAS,76.0,260.0,2000-05-16,
00-0039414,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Daijahn Anthony,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wjjlh3vbqicqopz3qda7",CIN,72.0,200.0,2000-09-09,
00-0039416,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Jaden Davis,DB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i69ylzegiwwf1qarla1d",ARI,70.0,182.0,2001-07-18,
00-0039417,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,25,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Myles Harden,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8uhacjplbkmlg2uoeou",CLE,71.0,195.0,2001-12-13,
00-0039419,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Michael Jurgens,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f30ska1lnevapmv8vait",MIN,76.0,311.0,2000-01-01,
00-0039421,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,18,8,0,2.0,0,0,0,0,0,0,0,0,0,0,0,Levi Drake Rodriguez,DL,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omsedg4telmr0fvhhegj",MIN,74.0,307.0,2000-08-04,
00-0039422,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Nathan Thomas,OT,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqezy9smygtojjoshtgt",DAL,77.0,330.0,2001-08-22,
00-0039423,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,19,8,0,4.0,0,0,0,0,0,0,0,0,0,0,0,Jonah Laulu,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zqjhfs8ufqncqsiuobgh",LV,77.0,289.0,2000-06-30,
00-0039424,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,25,39,293,2,0,16.811545222313843,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Devaughn Vele,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sxlrltvxbb2utwgjgdbt",NO,77.0,210.0,1997-12-12,
00-0039430,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,19,2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,James Williams,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r31rpfa1ju3bqddeuhom",TEN,76.0,232.0,2003-02-15,
00-0039431,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,17,7,1,4.0,0,0,0,0,0,0,0,0,0,0,0,Jowon Briggs,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/emqn6acxlbepnozv0cll",NYJ,73.0,313.0,2001-09-01,
00-0039435,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,35,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Tatum Bethune,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hbmwbevay9amntpkvfbt",SF,72.0,230.0,2001-02-19,
00-0039436,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12,4,1,3.5,0,0,0,0,0,0,0,0,0,0,0,Jaylen Harrell,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bchqpne0r2pz0plq34pv",TEN,76.0,247.0,2002-05-01,
00-0039442,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Kingsley Eguakun,C,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tybhcfzdfccvnxz4labx",DET,75.0,305.0,2001-03-23,
00-0039445,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Hogan Hatten,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kgeurwp926ca1jb9ohyg",DET,74.0,239.0,2000-08-06,
00-0039448,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Loren Strickland,SAF,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mdjbxwe641g71egv02ru",DET,70.0,202.0,2000-05-31,
00-0039451,0,1,0,0,0,0,0,0,0,-0.8187713430379517,-61.947101354599,0,3,34,0,0,1.584227955318056,21,29,169,0,0,2.4470037993495626,2,0,0,0,0.0,0,0,0,0,28,396,23,695,0,0,0,Isaiah Williams,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oh3pm7dzgswlgxn371tx",NYJ,70.0,185.0,2001-01-29,
